seed,grouping,label_mode,budget,competence,classes,requested_examples,actual_examples,transfer_indices
9,competence,pseudo,20,2,"[1,4,5,7,8,9]",20,20,"[42,129,239,295,309,438,651,850,898,963,1030,1112,1124,1156,1172,1343,1527,1614,1737,1784]"
9,competence,pseudo,20,3,[3],20,20,"[13,63,89,103,133,213,347,469,477,576,706,1042,1052,1217,1255,1347,1504,1670,1712,1770]"
9,competence,pseudo,20,4,[6],20,20,"[6,67,164,232,234,581,728,741,792,841,882,911,984,996,1035,1215,1313,1480,1497,1734]"
9,competence,pseudo,40,1,"[0,2]",40,40,"[48,77,101,126,328,335,388,396,436,487,502,617,697,730,788,902,956,979,981,986,1065,1102,1128,1153,1157,1187,1193,1211,1214,1241,1323,1342,1403,1557,1563,1579,1615,1642,1655,1689]"
9,competence,pseudo,40,2,"[1,4,5,7,8,9]",40,40,"[4,21,138,172,204,218,254,297,373,498,585,636,664,667,787,819,850,857,884,924,933,1022,1030,1156,1209,1275,1284,1327,1379,1433,1447,1501,1553,1666,1700,1713,1736,1747,1759,1791]"
9,competence,pseudo,40,3,[3],40,37,"[13,63,89,103,133,190,193,213,318,347,359,448,469,477,576,706,908,950,1042,1052,1130,1217,1246,1255,1290,1310,1347,1378,1385,1504,1518,1602,1639,1670,1680,1712,1770]"
9,competence,pseudo,40,4,[6],40,36,"[6,67,164,232,234,290,474,522,581,583,622,662,728,741,792,841,843,882,911,960,984,996,1035,1191,1215,1224,1245,1313,1421,1441,1480,1497,1610,1623,1734,1762]"
9,competence,true,5,1,"[0,2]",5,5,"[140,328,396,694,1283]"
9,competence,true,5,2,"[1,4,5,7,8,9]",5,5,"[109,714,1392,1560,1728]"
9,competence,true,5,3,[3],5,5,"[706,950,1217,1255,1290]"
9,competence,true,5,4,[6],5,5,"[164,662,960,984,1313]"
9,competence,true,10,1,"[0,2]",10,10,"[126,140,328,335,617,697,956,1494,1555,1594]"
9,competence,true,10,2,"[1,4,5,7,8,9]",10,10,"[109,813,829,1145,1288,1327,1389,1401,1526,1708]"
9,competence,true,10,3,[3],10,10,"[13,133,190,347,359,908,1246,1347,1518,1602]"
9,competence,true,10,4,[6],10,10,"[6,164,234,474,583,728,1035,1215,1313,1623]"
9,competence,true,20,1,"[0,2]",20,20,"[126,214,443,570,617,631,646,902,1002,1193,1214,1241,1258,1335,1403,1563,1594,1642,1654,1655]"
9,competence,true,20,2,"[1,4,5,7,8,9]",20,20,"[42,129,239,295,309,438,651,850,898,963,1030,1112,1124,1156,1172,1343,1527,1614,1737,1784]"
9,competence,true,20,3,[3],20,20,"[13,63,89,103,133,213,347,469,477,576,706,1042,1052,1217,1255,1347,1504,1670,1712,1770]"
9,competence,true,20,4,[6],20,20,"[6,67,164,232,234,581,728,741,792,841,882,911,984,996,1035,1215,1313,1480,1497,1734]"
9,competence,true,40,1,"[0,2]",40,40,"[48,77,101,126,328,335,388,396,436,487,502,617,697,730,788,902,956,979,981,986,1065,1102,1128,1153,1157,1187,1193,1211,1214,1241,1323,1342,1403,1557,1563,1579,1615,1642,1655,1689]"
9,competence,true,40,2,"[1,4,5,7,8,9]",40,40,"[4,21,138,172,204,218,254,297,373,498,585,636,664,667,787,819,850,857,884,924,933,1022,1030,1156,1209,1275,1284,1327,1379,1433,1447,1501,1553,1666,1700,1713,1736,1747,1759,1791]"
9,competence,true,40,3,[3],40,37,"[13,63,89,103,133,190,193,213,318,347,359,448,469,477,576,706,908,950,1042,1052,1130,1217,1246,1255,1290,1310,1347,1378,1385,1504,1518,1602,1639,1670,1680,1712,1770]"
9,competence,true,40,4,[6],40,36,"[6,67,164,232,234,290,474,522,581,583,622,662,728,741,792,841,843,882,911,960,984,996,1035,1191,1215,1224,1245,1313,1421,1441,1480,1497,1610,1623,1734,1762]"
9,random,pseudo,5,1,"[6,7]",5,5,"[234,474,583,857,1245]"
9,random,pseudo,5,2,"[0,1,4,5,8,9]",5,5,"[109,664,1392,1568,1736]"
9,random,pseudo,5,3,[3],5,5,"[706,950,1217,1255,1290]"
9,random,pseudo,5,4,[2],5,5,"[84,986,1014,1594,1689]"
9,random,pseudo,10,1,"[6,7]",10,10,"[232,234,474,522,819,862,911,1441,1442,1501]"
9,random,pseudo,10,2,"[0,1,4,5,8,9]",10,10,"[109,787,807,1157,1319,1334,1389,1401,1537,1700]"
9,random,pseudo,10,3,[3],10,10,"[13,133,190,347,359,908,1246,1347,1518,1602]"
9,random,pseudo,10,4,[2],10,10,"[50,77,333,388,440,502,631,1403,1654,1655]"
9,random,pseudo,20,1,"[6,7]",20,20,"[232,290,662,741,819,841,843,894,984,1191,1215,1218,1245,1339,1441,1501,1527,1552,1610,1649]"
9,random,pseudo,20,2,"[0,1,4,5,8,9]",20,20,"[42,126,204,286,295,396,617,829,923,997,1069,1137,1146,1181,1187,1343,1542,1615,1739,1784]"
9,random,pseudo,20,3,[3],20,20,"[13,63,89,103,133,213,347,469,477,576,706,1042,1052,1217,1255,1347,1504,1670,1712,1770]"
9,random,pseudo,20,4,[2],20,20,"[50,77,84,214,333,436,443,502,528,570,631,730,956,979,986,1102,1241,1403,1654,1689]"
9,random,pseudo,40,1,"[6,7]",40,40,"[6,52,164,232,474,522,581,583,628,663,728,862,870,882,894,911,954,960,963,996,1035,1036,1046,1072,1108,1145,1191,1209,1215,1218,1275,1313,1421,1442,1497,1501,1527,1610,1649,1728]"
9,random,pseudo,40,2,"[0,1,4,5,8,9]",40,40,"[4,21,129,170,198,199,218,289,328,466,514,594,635,636,763,804,829,850,898,938,975,1065,1069,1181,1233,1282,1301,1334,1379,1433,1450,1520,1563,1663,1699,1713,1737,1747,1759,1791]"
9,random,pseudo,40,3,[3],40,37,"[13,63,89,103,133,190,193,213,318,347,359,448,469,477,576,706,908,950,1042,1052,1130,1217,1246,1255,1290,1310,1347,1378,1385,1504,1518,1602,1639,1670,1680,1712,1770]"
9,random,pseudo,40,4,[2],40,35,"[50,77,84,214,333,369,388,398,436,440,443,499,502,528,570,631,697,730,788,830,956,979,986,1014,1102,1211,1214,1241,1403,1557,1594,1654,1655,1689,1742]"
9,random,true,5,1,"[6,7]",5,5,"[234,474,583,857,1245]"
9,random,true,5,2,"[0,1,4,5,8,9]",5,5,"[109,664,1392,1568,1736]"
9,random,true,5,3,[3],5,5,"[706,950,1217,1255,1290]"
9,random,true,5,4,[2],5,5,"[84,986,1014,1594,1689]"
9,random,true,10,1,"[6,7]",10,10,"[232,234,474,522,819,862,911,1441,1442,1501]"
9,random,true,10,2,"[0,1,4,5,8,9]",10,10,"[109,787,807,1157,1319,1334,1389,1401,1537,1700]"
9,random,true,10,3,[3],10,10,"[13,133,190,347,359,908,1246,1347,1518,1602]"
9,random,true,10,4,[2],10,10,"[50,77,333,388,440,502,631,1403,1654,1655]"
9,random,true,20,1,"[6,7]",20,20,"[232,290,662,741,819,841,843,894,984,1191,1215,1218,1245,1339,1441,1501,1527,1552,1610,1649]"
9,random,true,20,2,"[0,1,4,5,8,9]",20,20,"[42,126,204,286,295,396,617,829,923,997,1069,1137,1146,1181,1187,1343,1542,1615,1739,1784]"
9,random,true,20,3,[3],20,20,"[13,63,89,103,133,213,347,469,477,576,706,1042,1052,1217,1255,1347,1504,1670,1712,1770]"
9,random,true,20,4,[2],20,20,"[50,77,84,214,333,436,443,502,528,570,631,730,956,979,986,1102,1241,1403,1654,1689]"
9,random,true,40,1,"[6,7]",40,40,"[6,52,164,232,474,522,581,583,628,663,728,862,870,882,894,911,954,960,963,996,1035,1036,1046,1072,1108,1145,1191,1209,1215,1218,1275,1313,1421,1442,1497,1501,1527,1610,1649,1728]"
9,random,true,40,2,"[0,1,4,5,8,9]",40,40,"[4,21,129,170,198,199,218,289,328,466,514,594,635,636,763,804,829,850,898,938,975,1065,1069,1181,1233,1282,1301,1334,1379,1433,1450,1520,1563,1663,1699,1713,1737,1747,1759,1791]"
9,random,true,40,3,[3],40,37,"[13,63,89,103,133,190,193,213,318,347,359,448,469,477,576,706,908,950,1042,1052,1130,1217,1246,1255,1290,1310,1347,1378,1385,1504,1518,1602,1639,1670,1680,1712,1770]"
9,random,true,40,4,[2],40,35,"[50,77,84,214,333,369,388,398,436,440,443,499,502,528,570,631,697,730,788,830,956,979,986,1014,1102,1211,1214,1241,1403,1557,1594,1654,1655,1689,1742]"
